household_id,country,region_camp,family_size,members,head_age,head_gender,vulnerability_type,needs_category
BAN-0002038,Bangladesh,Bhasan Char,5,"[{""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}]",51,M,chronic_illness,"medical,education,wash,food"
MYA-0058981,Myanmar,Shan Region,5,"[{""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,F,child_labor_risk,"wash,medical,education"
MYA-0058840,Myanmar,Sagaing,4,"[{""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}]",39,M,chronic_illness,"livelihood,education,food,protection"
MYA-0107875,Myanmar,Kachin Shelters,3,"[{""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": true}]",34,F,child_labor_risk,"wash,shelter,education,medical"
MAL-0025662,Malaysia,Klang Valley,5,"[{""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": false}]",42,M,,"protection,education"
MYA-0046464,Myanmar,Sagaing,3,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}]",19,M,,"protection,medical"
THA-0030197,Thailand,Mae Ra Ma Luang,2,"[{""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}]",15,M,,"education,medical"
BAN-0018780,Bangladesh,Camp 26,3,"[{""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}]",44,F,gbv_survivor,education
MYA-0047310,Myanmar,Sagaing,5,"[{""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": true}]",30,F,pregnant_lactating,"shelter,livelihood,protection,education"
BAN-0022231,Bangladesh,Camp 24,5,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 90, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}]",90,M,gbv_survivor,shelter
MYA-0061393,Myanmar,Kachin Shelters,5,"[{""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}]",54,F,single_parent,"livelihood,wash"
MYA-0090308,Myanmar,Shan Region,6,"[{""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}]",49,M,gbv_survivor,"education,wash"
MYA-0090979,Myanmar,Shan Region,4,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,M,disabled,livelihood
MYA-0091464,Myanmar,Shan Region,4,"[{""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}]",29,M,,"food,education,wash"
MYA-0080352,Myanmar,Rakhine IDP Camps,3,"[{""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}]",16,F,,"education,livelihood,food,shelter"
MYA-0080616,Myanmar,Sagaing,5,"[{""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}]",48,F,single_parent,"medical,livelihood"
MYA-0082492,Myanmar,Kachin Shelters,4,"[{""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}]",55,M,,education
MYA-0094264,Myanmar,Rakhine IDP Camps,3,"[{""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}]",39,F,,medical
MYA-0100799,Myanmar,Shan Region,4,"[{""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}]",53,M,,"food,education,wash,shelter"
MAL-0026840,Malaysia,Penang,8,"[{""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,,"education,wash,livelihood,shelter"
BAN-0006771,Bangladesh,Bhasan Char,4,"[{""age"": 21, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 70, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}]",70,M,chronic_illness,"wash,livelihood"
MYA-0064493,Myanmar,Rakhine IDP Camps,4,"[{""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 87, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": true}]",87,M,malnutrition,"protection,wash"
THA-0029684,Thailand,Mae Ra Ma Luang,3,"[{""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}]",56,M,,"livelihood,shelter"
MYA-0097453,Myanmar,Sagaing,5,"[{""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}]",32,F,malnutrition,"medical,shelter,education"
MYA-0034899,Myanmar,Rakhine IDP Camps,4,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,F,,"protection,shelter"
CAM-0114573,Cambodia,Border Area 1,2,"[{""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": true}]",23,M,pregnant_lactating,"protection,food,shelter,wash"
MYA-0106267,Myanmar,Sagaing,5,"[{""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}]",53,F,,protection
MYA-0075157,Myanmar,Shan Region,4,"[{""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}]",43,F,,"medical,protection,food,livelihood"
MYA-0035653,Myanmar,Kachin Shelters,5,"[{""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,M,,"food,livelihood"
BAN-0022537,Bangladesh,Camp 24,1,"[{""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",3,M,,shelter
MYA-0066184,Myanmar,Rakhine IDP Camps,5,"[{""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}]",51,M,pregnant_lactating,"livelihood,protection,education,wash"
BAN-0004052,Bangladesh,Camp 26,3,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}]",47,F,pregnant_lactating,"wash,livelihood,protection,education"
BAN-0006598,Bangladesh,Nayapara,7,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}]",56,M,unaccompanied_minor,"wash,medical,education"
MYA-0095100,Myanmar,Kachin Shelters,5,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 74, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}]",74,F,unaccompanied_minor,"livelihood,protection,shelter"
BAN-0006368,Bangladesh,Nayapara,2,"[{""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": true}]",22,M,child_labor_risk,"education,protection"
CAM-0114825,Cambodia,Border Area 2,3,"[{""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": true}]",37,F,disabled,"medical,wash"
MYA-0061222,Myanmar,Kachin Shelters,1,"[{""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",13,F,,shelter
MYA-0070703,Myanmar,Shan Region,3,"[{""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}]",55,F,pregnant_lactating,shelter
MYA-0057675,Myanmar,Shan Region,5,"[{""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,F,child_labor_risk,"protection,education,livelihood,food"
MYA-0040950,Myanmar,Kachin Shelters,4,"[{""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}]",29,M,,"food,shelter,protection"
MYA-0110050,Myanmar,Shan Region,5,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": true}]",56,M,gbv_survivor,"medical,shelter,wash"
MYA-0093705,Myanmar,Sagaing,8,"[{""age"": 87, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}]",87,M,pregnant_lactating,"education,livelihood,medical"
IND-0032731,India,Jammu,1,"[{""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}]",34,F,,"food,education,protection,medical"
MYA-0082122,Myanmar,Rakhine IDP Camps,8,"[{""age"": 73, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}]",73,F,,"food,shelter,medical"
BAN-0003657,Bangladesh,Bhasan Char,5,"[{""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": true}]",42,F,single_parent,medical
MYA-0073311,Myanmar,Shan Region,5,"[{""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": true}]",44,M,chronic_illness,"protection,wash,shelter,livelihood"
BAN-0002324,Bangladesh,Camp 24,2,"[{""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,F,,"education,livelihood"
MYA-0109140,Myanmar,Sagaing,4,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,F,,"food,protection,education"
MYA-0037810,Myanmar,Sagaing,5,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,F,,"medical,protection"
MAL-0025732,Malaysia,Johor,5,"[{""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": true}]",54,M,single_parent,food
MYA-0061978,Myanmar,Shan Region,6,"[{""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,M,,livelihood
MYA-0074592,Myanmar,Kachin Shelters,4,"[{""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}]",59,F,,"medical,protection,education,food"
BAN-0016681,Bangladesh,Kutupalong,3,"[{""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}]",40,F,,"livelihood,medical,wash"
MYA-0095090,Myanmar,Sagaing,5,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": true}]",53,M,child_labor_risk,"education,wash,protection"
BAN-0021456,Bangladesh,Kutupalong,6,"[{""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}]",39,M,,"shelter,livelihood,medical"
BAN-0015193,Bangladesh,Bhasan Char,5,"[{""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}]",55,F,,"protection,wash,medical"
MYA-0076414,Myanmar,Kachin Shelters,4,"[{""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}]",10,F,child_labor_risk,"protection,education"
MYA-0060894,Myanmar,Shan Region,6,"[{""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}]",52,F,malnutrition,"protection,livelihood,wash"
BAN-0001156,Bangladesh,Camp 26,5,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 61, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": true}]",61,M,malnutrition,livelihood
MYA-0083855,Myanmar,Sagaing,3,"[{""age"": 64, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}]",64,F,elderly_at_risk,"medical,protection"
MYA-0112499,Myanmar,Rakhine IDP Camps,2,"[{""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": true}]",50,F,chronic_illness,wash
